corridor_name,MainDTN,NFCh30m,NSCh2pD,TotCha,ChEBM,ChERM,ChE30,MDTN_B,MDTN_R,trucks_per_fast_charger,trucks_per_slow_charger,total_trucks_per_charger,fast_slow_ratio,fast_charger_percent,energy_per_fast_charger,energy_per_slow_charger,energy_per_truck,recommended_fast_chargers,fast_charger_deficit,charger_need_score
Trasa Bohaterów Bitwy Warszawskiej 1920 r. Highway Corridor (Chlebnia),245.81,8.0,30.0,38.0,81.12,28.53,109.65,186.64,59.17,23.33,1.9723333333333335,6.468684210526316,0.26666666666666666,21.05263157894737,10.14,0.9510000000000001,0.4460762377445995,4.0,0,0.4723171620484077
Motorway A 6 Corridor (Herrieden),235.98,7.0,40.0,47.0,81.06,39.74,120.8,157.81,78.17,22.544285714285714,1.95425,5.020851063829787,0.175,14.893617021276595,11.58,0.9935,0.5119077887956607,4.0,0,0.46976525840850336
Zagrebačka obilaznica Highway Corridor (Čemernica Lonjska),230.88,5.0,56.0,61.0,46.36,42.61,88.97,119.83,111.06,23.966,1.9832142857142858,3.784918032786885,0.08928571428571429,8.19672131147541,9.272,0.7608928571428571,0.38535169785169787,3.0,0,0.4684203093965016
Motorway A 7 Corridor (Laatzen),268.44,5.0,81.0,86.0,56.88,83.11,139.99,108.28,160.16,21.656,1.977283950617284,3.1213953488372095,0.06172839506172839,5.813953488372093,11.376000000000001,1.0260493827160493,0.5214945611682313,3.0,0,0.46834705248461844
Motorway A2 Corridor (Maccio),160.43,5.0,25.0,30.0,75.72,32.48,108.2,111.94,48.48,22.387999999999998,1.9391999999999998,5.347666666666667,0.2,16.666666666666668,15.144,1.2992,0.6744374493548588,3.0,0,0.46821263817178727
Motorway Autostrada del Sole Corridor (Narni),135.25,5.0,10.0,15.0,75.1,13.02,88.12,115.6,19.64,23.119999999999997,1.964,9.016666666666667,0.5,33.333333333333336,15.02,1.302,0.6515341959334566,3.0,0,0.4676675520651387
Motorway Autovía Mudéjar Corridor (Cedrillas),160.18,6.0,6.0,12.0,65.72,5.35,71.07,149.17,11.01,24.861666666666665,1.835,13.348333333333334,1.0,50.0,10.953333333333333,0.8916666666666666,0.44368835060556866,3.0,0,0.46762859336743545
Sønderjyske Motorvej Highway Corridor (Vejle),216.38,8.0,15.0,23.0,86.45,14.55,101.0,186.92,29.46,23.365,1.964,9.407826086956522,0.5333333333333333,34.78260869565217,10.80625,0.9700000000000001,0.4667714206488585,4.0,0,0.4673213262726186
Motorway A 61 Corridor (Offenheim),173.41,5.0,29.0,34.0,63.26,29.33,92.6,117.04,56.37,23.408,1.9437931034482758,5.100294117647059,0.1724137931034483,14.705882352941176,12.652,1.0113793103448274,0.5339945793206851,3.0,0,0.46674094506920927
West Autobahn Highway Corridor (Salzburg),152.89,5.0,18.0,23.0,65.95,19.18,85.13,118.2,34.69,23.64,1.9272222222222222,6.647391304347826,0.2777777777777778,21.73913043478261,13.190000000000001,1.0655555555555556,0.5568055464713193,3.0,0,0.46653738878051354
Motorway A 3 Corridor (Schnaittach),246.9,7.0,47.0,54.0,80.96,49.56,130.53,153.47,93.43,21.924285714285713,1.987872340425532,4.572222222222222,0.14893617021276595,12.962962962962964,11.565714285714284,1.054468085106383,0.5286755771567436,4.0,0,0.46552637510051365
Motorway A 2 Corridor (Volzum),196.5,5.0,41.0,46.0,61.0,43.45,104.46,114.61,81.89,22.922,1.9973170731707317,4.271739130434782,0.12195121951219512,10.869565217391305,12.2,1.0597560975609757,0.5316030534351145,3.0,0,0.4652361361252345
L'Aquitaine Highway Corridor (Saint-Gervais-les-Trois-Clochers),210.9,6.0,41.0,47.0,82.84,51.95,134.79,128.93,81.97,21.488333333333333,1.9992682926829268,4.487234042553192,0.14634146341463414,12.76595744680851,13.806666666666667,1.2670731707317073,0.6391180654338549,3.0,0,0.46431415171372936
Motorway A 3 Corridor (Hombeer),233.73,6.0,52.0,58.0,71.72,53.55,125.27,131.62,102.12,21.936666666666667,1.963846153846154,4.029827586206896,0.11538461538461539,10.344827586206897,11.953333333333333,1.0298076923076922,0.5359602960681128,3.0,0,0.4639468784931962
Motorway A 5 Corridor (Ottmarsheim),245.84,6.0,60.0,66.0,75.8,72.86,148.66,126.94,118.9,21.156666666666666,1.9816666666666667,3.724848484848485,0.1,9.090909090909092,12.633333333333333,1.2143333333333333,0.6047022453628376,3.0,0,0.4634769994860262
Motorway M1 Corridor (Mány),244.32,7.0,46.0,53.0,78.13,46.9,125.03,154.16,90.16,22.02285714285714,1.96,4.609811320754717,0.15217391304347827,13.20754716981132,11.161428571428571,1.0195652173913043,0.5117468893254749,4.0,0,0.4627187808246338
N-420 Route (La Hoz de la Vieja),260.12,7.0,53.0,60.0,71.9,45.53,117.43,154.57,105.56,22.08142857142857,1.9916981132075473,4.335333333333334,0.1320754716981132,11.666666666666666,10.271428571428572,0.859056603773585,0.45144548669844686,4.0,0,0.462250931088358
Motorway Autoroute du Soleil Corridor (Givry),198.85,6.0,37.0,43.0,89.32,51.3,140.61,126.02,72.83,21.003333333333334,1.9683783783783784,4.624418604651162,0.16216216216216217,13.953488372093023,14.886666666666665,1.3864864864864863,0.7071159165199901,3.0,0,0.46206581133939073
Motorway Autostrada Serenissima Corridor (Castiglione delle Stiviere),184.56,5.0,40.0,45.0,75.51,55.8,131.31,106.21,78.35,21.241999999999997,1.9587499999999998,4.101333333333334,0.125,11.11111111111111,15.102,1.395,0.7114759427828349,3.0,0,0.461684435507007
L'Aquitaine Highway Corridor (Cars),199.32,5.0,48.0,53.0,74.55,68.13,142.68,104.56,94.76,20.912,1.9741666666666668,3.7607547169811317,0.10416666666666667,9.433962264150944,14.91,1.4193749999999998,0.7158338350391331,3.0,0,0.46122778305275813
Motorway A 2 Corridor (Springe),186.2,5.0,36.0,41.0,59.01,36.03,95.04,115.62,70.58,23.124000000000002,1.9605555555555556,4.541463414634146,0.1388888888888889,12.195121951219512,11.802,1.0008333333333335,0.5104189044038668,3.0,0,0.46103036313301127
Motorway Autoroute du Soleil Corridor (Dargoire),156.65,4.0,35.0,39.0,60.69,47.41,108.1,87.68,68.97,21.92,1.9705714285714286,4.016666666666667,0.11428571428571428,10.256410256410257,15.1725,1.3545714285714285,0.6900734120651133,2.0,0,0.4609663416214752
Motorway A 3 Corridor (Freinberg),194.53,6.0,30.0,36.0,74.58,32.38,106.97,134.96,59.57,22.493333333333336,1.9856666666666667,5.403611111111111,0.2,16.666666666666668,12.43,1.0793333333333335,0.54988947720146,3.0,0,0.46073202070857666
Motorway A3 Corridor (Saint-Louis),239.84,5.0,70.0,75.0,69.85,93.9,163.74,101.5,138.35,20.3,1.9764285714285714,3.1978666666666666,0.07142857142857142,6.666666666666667,13.969999999999999,1.3414285714285714,0.6827051367578386,3.0,0,0.4605798913597573
L'Aquitaine Highway Corridor (Chanteau),174.92,4.0,44.0,48.0,56.95,56.64,113.59,87.65,87.27,21.9125,1.983409090909091,3.6441666666666666,0.09090909090909091,8.333333333333334,14.2375,1.2872727272727273,0.649382574891379,2.0,0,0.46018013898739707
Motorway Autoroute du Soleil Corridor (Chusclan),158.49,4.0,36.0,40.0,60.27,49.17,109.44,87.19,71.3,21.7975,1.9805555555555554,3.96225,0.1111111111111111,10.0,15.0675,1.3658333333333335,0.6905167518455423,2.0,0,0.45921563181837594
Motorway M50 Corridor (Unknown Area),210.61,5.0,48.0,53.0,50.21,31.7,81.91,116.4,94.21,23.28,1.9627083333333333,3.973773584905661,0.10416666666666667,9.433962264150944,10.042,0.6604166666666667,0.3889179051327097,3.0,0,0.4581538708779438
Motorway A 63 Corridor (Le Penon),160.04,6.0,13.0,19.0,82.88,17.47,100.35,134.47,25.57,22.411666666666665,1.966923076923077,8.42315789473684,0.46153846153846156,31.57894736842105,13.813333333333333,1.3438461538461537,0.6270307423144214,3.0,0,0.45798497246957354
Motorway M25 Corridor (Broxbourne),154.46,4.0,34.0,38.0,58.68,43.61,102.29,87.35,67.1,21.8375,1.9735294117647058,4.064736842105264,0.11764705882352941,10.526315789473685,14.67,1.2826470588235295,0.6622426518192412,2.0,0,0.4551725435446254
Wschodnia Obwodnica GOP Highway Corridor (Sosnowiec),199.49,5.0,46.0,51.0,61.85,53.93,115.78,109.43,90.05,21.886000000000003,1.9576086956521739,3.9115686274509804,0.10869565217391304,9.803921568627452,12.370000000000001,1.172391304347826,0.5803799689207478,3.0,0,0.45414300020297416
Motorway A2 Corridor (Knutwil),197.17,6.0,35.0,41.0,80.12,44.86,124.98,128.01,69.15,21.334999999999997,1.975714285714286,4.809024390243902,0.17142857142857143,14.634146341463415,13.353333333333333,1.2817142857142858,0.6338692498858853,3.0,0,0.45380249035468034
La Comtoise Highway Corridor (Malange),121.65,5.0,6.0,11.0,76.04,6.83,82.87,111.33,10.32,22.266,1.72,11.05909090909091,0.8333333333333334,45.45454545454545,15.208000000000002,1.1383333333333334,0.6812166050143855,3.0,0,0.45308004544078784
Süd Autobahn Highway Corridor (Premstätten),204.3,4.0,58.0,62.0,44.22,59.46,103.68,89.31,114.99,22.3275,1.9825862068965516,3.295161290322581,0.06896551724137931,6.451612903225806,11.055,1.0251724137931035,0.507488986784141,2.0,0,0.45136693678360174
D1 Highway Corridor (Ruda),172.8,5.0,33.0,38.0,70.46,43.24,113.7,106.88,65.91,21.375999999999998,1.997272727272727,4.5473684210526315,0.15151515151515152,13.157894736842104,14.091999999999999,1.3103030303030303,0.657986111111111,3.0,0,0.45128280617407535
Motorway Autoroute de Normandie Corridor (Flancourt-Crescy-en-Roumois),115.57,4.0,14.0,18.0,61.6,19.05,80.66,88.5,27.08,22.125,1.9342857142857142,6.420555555555556,0.2857142857142857,22.22222222222222,15.4,1.3607142857142858,0.697931989270572,2.0,0,0.4505404561456259
Motorway Aleja Bohaterów Bitwy Warszawskiej 1920 Corridor (Michałów),250.34,7.0,49.0,56.0,65.82,41.87,107.69,153.46,96.88,21.922857142857143,1.977142857142857,4.470357142857143,0.14285714285714285,12.5,9.402857142857142,0.8544897959183673,0.4301749620516098,4.0,0,0.44985753162820663
16 Route (Chomutice),137.12,5.0,14.0,19.0,71.1,15.88,86.98,110.82,26.3,22.163999999999998,1.8785714285714286,7.216842105263158,0.35714285714285715,26.31578947368421,14.219999999999999,1.1342857142857143,0.6343348891481914,3.0,0,0.4496341611869391
Motorway Autopista Zaragoza-Mediterráneo Corridor (Candasnos),114.39,4.0,12.0,16.0,57.57,13.63,71.2,90.74,23.65,22.685,1.9708333333333332,7.149375,0.3333333333333333,25.0,14.3925,1.1358333333333335,0.6224320307719207,2.0,0,0.44954213329545917
Motorway A 9 Corridor (Markranstädt),319.25,5.0,112.0,117.0,52.0,119.08,171.08,96.89,222.36,19.378,1.985357142857143,2.7286324786324787,0.044642857142857144,4.273504273504273,10.4,1.0632142857142857,0.5358809710258419,2.0,0,0.44942834727534986
Motorway Autoroute des Anglais Corridor (Awoingt),165.53,5.0,28.0,33.0,62.55,34.09,96.64,111.11,54.42,22.222,1.9435714285714287,5.016060606060606,0.17857142857142858,15.151515151515152,12.51,1.2175,0.5838216637467528,3.0,0,0.44731928000481896
Motorway E19 Corridor (Saint-Amand-les-Eaux),163.81,5.0,27.0,32.0,62.97,30.61,93.58,110.47,53.34,22.094,1.9755555555555557,5.1190625,0.18518518518518517,15.625,12.594,1.1337037037037037,0.5712715951407118,3.0,0,0.44568422988854267
Motorway E 22 Corridor (Blekinge County),152.56,6.0,6.0,12.0,62.73,5.37,68.1,141.89,10.67,23.64833333333333,1.7783333333333333,12.713333333333333,1.0,50.0,10.455,0.895,0.44638175144205555,3.0,0,0.4451611836842223
Motorway A 14 Corridor (Mansfeld-Südharz),209.73,4.0,63.0,67.0,47.84,69.62,117.47,84.37,125.35,21.0925,1.9896825396825395,3.1302985074626863,0.06349206349206349,5.970149253731344,11.96,1.105079365079365,0.560101082343966,2.0,0,0.4443051369910297
D5 Highway Corridor (Šťáhlavice),197.39,5.0,46.0,51.0,60.43,54.03,114.46,106.73,90.66,21.346,1.9708695652173913,3.870392156862745,0.10869565217391304,9.803921568627452,12.086,1.1745652173913044,0.5798672678453822,3.0,0,0.4441253510520456
D2 Highway Corridor (Stupava),223.43,6.0,49.0,55.0,69.48,59.74,129.22,125.46,97.98,20.91,1.9995918367346939,4.062363636363637,0.12244897959183673,10.909090909090908,11.58,1.2191836734693877,0.5783466857628787,3.0,0,0.44391863503675305
Motorway Autoroute de Wallonie Corridor (Amay),188.67,6.0,30.0,36.0,70.61,30.59,101.2,130.18,58.49,21.69666666666667,1.9496666666666667,5.240833333333333,0.2,16.666666666666668,11.768333333333333,1.0196666666666667,0.5363862829278635,3.0,0,0.44305705803190476
Motorway A 3 Corridor (Höchstadt an der Aisch),173.74,4.0,44.0,48.0,48.67,46.4,95.07,87.28,86.46,21.82,1.9649999999999999,3.6195833333333334,0.09090909090909091,8.333333333333334,12.1675,1.0545454545454545,0.5471969609761712,2.0,0,0.4423766876212387
La Catalane Highway Corridor (Calce),126.4,5.0,9.0,14.0,72.11,12.4,84.51,108.69,17.71,21.738,1.9677777777777778,9.028571428571428,0.5555555555555556,35.714285714285715,14.422,1.3777777777777778,0.6685917721518988,3.0,0,0.4417776779494861
Motorway E40 Corridor (Unknown Area),122.29,4.0,17.0,21.0,53.85,19.47,73.32,89.59,32.71,22.3975,1.9241176470588235,5.823333333333333,0.23529411764705882,19.047619047619047,13.4625,1.1452941176470588,0.5995584266906533,2.0,0,0.44139030398352197
Motorway Autostrada Serenissima Corridor (Ca' Pasquali),103.29,4.0,7.0,11.0,55.45,8.43,63.88,90.6,12.7,22.65,1.8142857142857143,9.39,0.5714285714285714,36.36363636363637,13.8625,1.2042857142857142,0.6184528996030594,2.0,0,0.44092632089610534
Motorway A 10 Corridor (Oranienburg),207.78,5.0,51.0,56.0,55.24,52.38,107.62,106.44,101.34,21.288,1.9870588235294118,3.7103571428571427,0.09803921568627451,8.928571428571429,11.048,1.0270588235294118,0.5179516796611802,3.0,0,0.43902291749313116
Motorway Autoroute des Deux Mers Corridor (Montauban),114.77,4.0,14.0,18.0,55.83,18.47,74.29,88.39,26.38,22.0975,1.8842857142857141,6.376111111111111,0.2857142857142857,22.22222222222222,13.9575,1.3192857142857142,0.6472945891783568,2.0,0,0.4386237700440279
Motorway A 2 Corridor (Herten),204.24,6.0,39.0,45.0,66.31,36.73,103.04,127.87,76.37,21.311666666666667,1.9582051282051283,4.538666666666667,0.15384615384615385,13.333333333333334,11.051666666666668,0.9417948717948718,0.5045045045045045,3.0,0,0.43807820367945466
Motorway A 2 Corridor (Olfen),166.4,6.0,16.0,22.0,65.8,15.54,81.34,134.46,31.94,22.41,1.99625,7.5636363636363635,0.375,27.272727272727273,10.966666666666667,0.97125,0.4888221153846154,3.0,0,0.43802856622697517
L'Arverne Highway Corridor (Riom),123.48,5.0,9.0,14.0,73.87,12.38,86.25,105.83,17.64,21.166,1.96,8.82,0.5555555555555556,35.714285714285715,14.774000000000001,1.3755555555555556,0.6984936831875607,3.0,0,0.4360143168092498
Motorway Autopista Ruta de la Plata Corridor (Bustillo del Páramo),110.78,5.0,1.0,6.0,68.48,0.04,68.52,110.72,0.06,22.144,0.06,18.463333333333335,5.0,83.33333333333333,13.696000000000002,0.04,0.6185231991334176,3.0,0,0.43574229845494244
Motorway A 44 Corridor (Salzkotten),197.82,5.0,46.0,51.0,53.69,45.2,98.89,107.28,90.54,21.456,1.9682608695652175,3.878823529411765,0.10869565217391304,9.803921568627452,10.738,0.982608695652174,0.49989889798806997,3.0,0,0.4351845236873779
Motorway A2 Corridor (Gentilino),166.16,6.0,22.0,28.0,82.6,27.87,110.47,123.11,43.05,20.518333333333334,1.9568181818181818,5.934285714285714,0.2727272727272727,21.428571428571427,13.766666666666666,1.2668181818181818,0.6648411169956668,3.0,0,0.4351576699648021
Motorway Autoroute des Ardennes Corridor (Ciney),135.85,5.0,13.0,18.0,63.34,16.2,79.54,109.9,25.95,21.98,1.9961538461538462,7.547222222222222,0.38461538461538464,27.77777777777778,12.668000000000001,1.2461538461538462,0.5854987118145013,3.0,0,0.43465197967304603
Motorway Autopista de la Mediterrània Corridor (les Franqueses del Vallès),283.03,4.0,108.0,112.0,56.51,140.84,197.35,68.0,215.03,17.0,1.9910185185185185,2.527053571428571,0.037037037037037035,3.5714285714285716,14.1275,1.3040740740740742,0.6972759071476522,2.0,0,0.43443531872524976
Motorway Autoroute du Soleil Corridor (Salaise-sur-Sanne),196.77,3.0,69.0,72.0,40.63,95.62,136.25,58.99,137.79,19.663333333333334,1.9969565217391303,2.7329166666666667,0.043478260869565216,4.166666666666667,13.543333333333335,1.3857971014492754,0.6924327895512526,2.0,0,0.4333524116320858
West Autobahn Highway Corridor (Steinakirchen am Forst),155.63,5.0,24.0,29.0,58.79,24.35,83.14,108.66,46.97,21.732,1.9570833333333333,5.366551724137931,0.20833333333333334,17.24137931034483,11.758,1.0145833333333334,0.534215768168091,3.0,0,0.43147302908177804
Motorway A4 Corridor (Bolesławiec),190.37,6.0,32.0,38.0,65.98,34.37,100.35,126.86,63.5,21.143333333333334,1.984375,5.009736842105263,0.1875,15.789473684210526,10.996666666666668,1.0740625,0.5271313757419761,3.0,0,0.4304320382431317
Motorway A4 Corridor (Grocholub),166.53,6.0,20.0,26.0,71.91,22.94,94.85,127.14,39.39,21.19,1.9695,6.405,0.3,23.076923076923077,11.985,1.147,0.569567044976881,3.0,0,0.43012848250607905
Motorway A 4 Corridor (Freitelsdorf),172.14,4.0,44.0,48.0,44.5,49.49,93.99,85.7,86.44,21.425,1.9645454545454546,3.5862499999999997,0.09090909090909091,8.333333333333334,11.125,1.1247727272727273,0.546009062391077,2.0,0,0.42850483780676
D8 Highway Corridor (Malhostice),127.42,4.0,21.0,25.0,50.41,24.23,74.64,87.06,40.36,21.765,1.9219047619047618,5.0968,0.19047619047619047,16.0,12.6025,1.1538095238095238,0.5857793125098101,2.0,0,0.42828534627169446
R1 Highway Corridor (Banská Bystrica),116.55,5.0,4.0,9.0,64.36,4.02,68.39,109.41,7.14,21.881999999999998,1.785,12.95,1.25,55.55555555555556,12.872,1.005,0.5867867867867868,3.0,0,0.4279796261814263
Motorway Autovía del Nordeste Corridor (Arcos de Jalón),133.21,5.0,14.0,19.0,65.32,17.22,82.54,106.26,26.95,21.252000000000002,1.925,7.011052631578948,0.35714285714285715,26.31578947368421,13.063999999999998,1.23,0.619623151415059,3.0,0,0.42730033184875543
Motorway A 5 Corridor (Landkreis Darmstadt-Dieburg),144.32,4.0,29.0,33.0,45.1,27.69,72.79,88.01,56.3,22.0025,1.9413793103448276,4.373333333333333,0.13793103448275862,12.121212121212121,11.275,0.9548275862068966,0.5043652993348116,2.0,0,0.4271303970210554
Motorway A 81 Corridor (Neuenstadt am Kocher),195.88,6.0,36.0,42.0,65.71,37.34,103.05,124.04,71.84,20.673333333333336,1.9955555555555557,4.663809523809523,0.16666666666666666,14.285714285714286,10.951666666666666,1.0372222222222223,0.5260874004492546,3.0,0,0.425949434593957
Motorway E 6;E 20 Corridor (Halland County),281.39,6.0,89.0,95.0,71.88,108.34,180.22,105.69,175.70000000000002,17.615,1.9741573033707867,2.9619999999999997,0.06741573033707865,6.315789473684211,11.979999999999999,1.2173033707865168,0.6404634137673691,3.0,0,0.4250818540945156
Motorway Autoroute de l’Est Corridor (Lommerange),120.74,4.0,17.0,21.0,49.09,20.13,69.22,87.11,33.63,21.7775,1.9782352941176473,5.74952380952381,0.23529411764705882,19.047619047619047,12.2725,1.1841176470588235,0.5732979956932251,2.0,0,0.4234515335732149
Motorway A18 Corridor (Świętoszów),156.08,5.0,25.0,30.0,57.35,27.85,85.2,106.28,49.79,21.256,1.9916,5.202666666666667,0.2,16.666666666666668,11.47,1.114,0.5458739108149666,3.0,0,0.4231817072199382
Motorway A 9 Corridor (Heideland),215.7,4.0,68.0,72.0,42.68,71.32,113.99,79.97,135.73,19.9925,1.9960294117647057,2.995833333333333,0.058823529411764705,5.555555555555555,10.67,1.0488235294117647,0.5284654612888271,2.0,0,0.42205159261790043
Motorway Autoroute des Anglais Corridor (Géraudot),109.11,4.0,13.0,17.0,56.82,17.19,74.01,83.19,25.91,20.7975,1.9930769230769232,6.418235294117647,0.3076923076923077,23.529411764705884,14.205,1.3223076923076924,0.6783062963981303,2.0,0,0.4215627339866914
Motorway Autoroute de Lorraine-Bourgogne Corridor (Breuvannes-en-Bassigny),166.38,5.0,35.0,40.0,67.54,47.06,114.59,97.61,68.77,19.522,1.9648571428571426,4.1594999999999995,0.14285714285714285,12.5,13.508000000000001,1.3445714285714285,0.6887246063228754,2.0,0,0.4202298814392585
Motorway A 7 Corridor (Neukirchen),176.79,6.0,27.0,33.0,65.33,27.44,92.77,124.03,52.76,20.671666666666667,1.954074074074074,5.357272727272727,0.2222222222222222,18.181818181818183,10.888333333333334,1.0162962962962963,0.5247468748232366,3.0,0,0.41852042738981476
Pyhrn Autobahn Highway Corridor (Inzersdorf im Kremstal),136.09,5.0,15.0,20.0,58.28,16.07,74.35,106.67,29.43,21.334,1.962,6.8045,0.3333333333333333,25.0,11.656,1.0713333333333332,0.5463296348004996,3.0,0,0.4184129775433528
